birthdate,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,teamNegative,numberJourney,team,isLocal,pointsJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
13/09/2007,0,2.3,0000798180_5-6_03.jpg,TRUE,3,Minzer,11,20250323T171927+0000,100000,196,FALSE,FALSE,100000,Felipe Minzer,0000798169_5-6_03.jpg,NA,fit,2425CasademontZaragoza.png,EUR,305,Galvez,Italia,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,F. Minzer,Casademont Zaragoza,17,1.7
18/02/2004,0,14.2,0000607064_5-6_03.jpg,TRUE,3,Moreno,28,20241204T113331+0000,88741,193,TRUE,FALSE,200000,Álex Moreno,0000607050_5-6_03.jpg,NA,fit,2425CasademontZaragoza.png,JFL,259,Zaragoza,España,-0.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.6,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,1,FALSE,A. Moreno,Casademont Zaragoza,21,11.1
26/12/2006,0,10.4,defaultBody.jpg,TRUE,3,Traoré,23,20250518T201745+0000,204000,205,TRUE,FALSE,240000,Youssouf Traoré,defaultFace.jpg,NA,fit,2425CasademontZaragoza.png,JFL,319,Bamako,Malí,-1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.2,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,Y. Traoré,Casademont Zaragoza,18,7.9
17/02/1987,0,139,0000566185_5-6_03.jpg,TRUE,14,Tomic,44,20240909T093412+0000,1168125,217,FALSE,FALSE,700000,Ante Tomic,0000566167_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20202172,fit,1453195579.png,EUR,118,Dubrovnik,Croacia,23.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,23.4,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,A. Tomic,Joventut Badalona,38,-92.3
02/08/1999,0,87.1,0000566231_5-6_03.jpg,TRUE,14,Dotson,2,20240909T093412+0000,731875,188,FALSE,FALSE,430000,Devon Dotson,0000566218_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003339,fit,1453195579.png,EXT,121,Chicago (Illinois),EE.UU.,14.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.6,https://supermanager.acb.com/files/logo/1453195579.png,1,TRUE,D. Dotson,Joventut Badalona,25,-57.8
05/10/1994,0,83.1,0000564122_5-6_03.jpg,TRUE,2,Taylor,6,20240909T093356+0000,716774,198,FALSE,FALSE,510000,Kameron Taylor,0000564110_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001981,fit,2324UnicajaLogo.png,EXT,22,Maryland,EE.UU.,14.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.3,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,TRUE,K. Taylor,Unicaja,30,-54.5
25/06/1992,0,84.8,0000566198_5-6_03.jpg,TRUE,14,Pustovyi,13,20240909T093411+0000,712188,219,FALSE,FALSE,540000,Artem Pustovyi,0000566188_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211643,fit,1453195579.png,EUR,116,Sofiyivka,Ucrania,14.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.2,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,A. Pustovyi,Joventut Badalona,32,-56.3
20/04/1994,0,81.6,0000566330_5-6_03.jpg,TRUE,14,Robertson,30,20240909T093411+0000,703871,190,FALSE,FALSE,360000,Kassius Robertson,0000566312_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000287,injured,1453195579.png,COT,115,Toronto,Jamaica,14.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.1,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,K. Robertson,Joventut Badalona,31,-53.5
23/12/1992,0,81.1,0000564150_5-6_03.jpg,TRUE,2,Perry,55,20240909T093354+0000,681875,183,FALSE,FALSE,500000,Kendrick Perry,0000564136_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001977,fit,2324UnicajaLogo.png,EUR,16,Atlanta,Montenegro,13.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.6,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,FALSE,K. Perry,Unicaja,32,-53.9
06/05/1994,0,63.6,0000604561_5-6_03.jpg,TRUE,14,Dekker,17,20241115T144554+0000,669583,206,FALSE,FALSE,400000,Sam Dekker,0000604555_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003529,fit,1453195579.png,EXT,251,Wisconsin,EE.UU.,13.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.4,https://supermanager.acb.com/files/logo/1453195579.png,5,TRUE,S. Dekker,Joventut Badalona,31,-36.8
14/01/1998,0,77.4,0000564350_5-6_03.jpg,TRUE,2,Carter,11,20240909T093355+0000,650000,193,FALSE,FALSE,430000,Tyson Carter,0000564330_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001978,fit,2324UnicajaLogo.png,EXT,21,Mississippi,EE.UU.,13,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,TRUE,T. Carter,Unicaja,27,-51.4
08/08/1996,0,69.7,0000564051_5-6_03.jpg,TRUE,2,Osetkowski,1,20240909T093355+0000,633448,206,FALSE,FALSE,600000,Dylan Osetkowski,0000564043_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001979,fit,2324UnicajaLogo.png,EUR,18,La Jolla (California),Alemania,12.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.7,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,D. Osetkowski,Unicaja,28,-44.3
29/01/1996,0,59.6,0000564371_5-6_03.jpg,TRUE,2,Tyson,0,20240909T093356+0000,572963,202,TRUE,FALSE,440000,Tyson Pérez,0000564362_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000053,fit,2324UnicajaLogo.png,JFL,25,Santo Domingo,España,11.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,T. Pérez,Unicaja,29,-36.7
05/03/1998,0,48.8,0000564178_5-6_03.jpg,TRUE,2,Tillie,33,20240909T093355+0000,498400,208,FALSE,FALSE,290000,Killian Tillie,0000564171_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003424,fit,2324UnicajaLogo.png,EUR,17,Paris,Francia,10,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,K. Tillie,Unicaja,27,-28.9
12/04/1989,0,57.4,0000566138_5-6_03.jpg,TRUE,14,Hanga,88,20240909T093412+0000,482188,201,FALSE,FALSE,340000,Adam Hanga,0000566132_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209836,fit,1453195579.png,EUR,119,Budapest,Hungría,9.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.6,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,A. Hanga,Joventut Badalona,36,-38.1
12/09/1992,0,48.1,0000564030_5-6_03.jpg,TRUE,2,Kravish,45,20240909T093355+0000,476538,208,FALSE,FALSE,320000,David Kravish,0000564021_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000023,fit,2324UnicajaLogo.png,EUR,19,Jolliet (Illinois),Bulgaria,9.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,D. Kravish,Unicaja,32,-29.1
23/04/1994,0,49.3,0000563991_5-6_03.jpg,TRUE,2,Díaz,9,20240909T093356+0000,473704,190,TRUE,FALSE,460000,Alberto Díaz,0000563988_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209226,fit,2324UnicajaLogo.png,JFL,27,Málaga,España,9.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,FALSE,A. Díaz,Unicaja,31,-30.3
19/12/1992,0,45.5,0000564316_5-6_03.jpg,TRUE,2,Kalinoski,4,20240909T093355+0000,392258,193,FALSE,FALSE,280000,Tyler Kalinoski,0000564308_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001169,fit,2324UnicajaLogo.png,EUR,20,Ohio,EE.UU.,7.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.8,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,T. Kalinoski,Unicaja,32,-29.8
16/10/2002,0,47.4,0000566509_5-6_03.jpg,TRUE,14,Kraag,1,20240909T093413+0000,388485,202,TRUE,FALSE,210000,Yannick Kraag,0000566490_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000095,fit,1453195579.png,JFL,122,Amsterdam,Países Bajos,7.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.8,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,Y. Kraag,Joventut Badalona,22,-31.9
21/07/1993,0,15.7,0000807419_5-6_03.jpg,TRUE,14,Grazulis,24,20250404T202809+0000,335000,203,FALSE,FALSE,300000,Andrejs Grazulis,0000807413_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003927,fit,1453195579.png,EUR,313,Aizkraukle,Letonia,6.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.7,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,A. Grazulis,Joventut Badalona,31,-2.3
12/01/1990,0,24.4,0000564292_5-6_03.jpg,TRUE,2,Djedovic,14,20240909T093356+0000,316667,197,TRUE,FALSE,300000,Nihad Djedovic,0000564279_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20202039,fit,2324UnicajaLogo.png,JFL,23,Visegrad,Alemania,6.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.3,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,N. Djedovic,Unicaja,35,-11.7
19/11/2000,0,24.6,0000567353_5-6_03.jpg,TRUE,2,Balcerowski,2,20240909T093354+0000,278211,216,TRUE,FALSE,330000,Olek Balcerowski,0000567338_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212243,fit,2324UnicajaLogo.png,JFL,14,Swidnica,Polonia,5.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.2,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,A. Balcerowski,Unicaja,24,-22.2
16/01/1997,0,27.9,0000564098_5-6_03.jpg,TRUE,2,Barreiro,7,20240909T093356+0000,275769,203,TRUE,FALSE,190000,Jonathan Barreiro,0000564081_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20200191,fit,2324UnicajaLogo.png,JFL,26,Cerceda (A Coruña),España,5.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,J. Barreiro,Unicaja,28,-16.8
28/07/1996,0,25.7,0000564399_5-6_03.jpg,TRUE,2,Sima,77,20240909T093356+0000,254231,211,TRUE,FALSE,220000,Yankuba Sima,0000564388_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213230,fit,2324UnicajaLogo.png,JFL,24,Girona,España,5.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.1,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,Y. Sima,Unicaja,28,-15.5
04/03/1991,0,21.6,0000564256_5-6_03.jpg,TRUE,2,Ejim,3,20240909T093354+0000,220400,201,FALSE,FALSE,270000,Melvin Ejim,0000564241_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000049,fit,2324UnicajaLogo.png,COT,15,Toronto,Nigeria,4.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.4,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,M. Ejim,Unicaja,34,-12.8
16/06/1993,0,18.1,0000566264_5-6_03.jpg,TRUE,14,Vives,16,20240909T093413+0000,164138,192,TRUE,FALSE,220000,Guillem Vives,0000566248_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204158,fit,1453195579.png,JFL,126,Barcelona,España,3.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.3,https://supermanager.acb.com/files/logo/1453195579.png,1,FALSE,G. Vives,Joventut Badalona,31,-11.5
02/03/1987,0,14.5,0000566439_5-6_03.jpg,TRUE,14,Ribas,4,20240909T093413+0000,139259,196,TRUE,FALSE,240000,Pau Ribas,0000566427_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20200836,fit,1453195579.png,JFL,123,Barcelona,España,2.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.8,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,P. Ribas,Joventut Badalona,38,-8.9
04/10/2006,0,5.5,0000566384_5-6_03.jpg,TRUE,14,Ruzic,23,20240909T093411+0000,76875,206,FALSE,FALSE,250000,Michael Ruzic,0000566373_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002869,fit,1453195579.png,EUR,114,Besancon,Croacia,1.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.5,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,M. Ruzic,Joventut Badalona,18,-2.4
10/05/2003,0,3.5,0000566408_5-6_03.jpg,TRUE,14,Allen,21,20240909T093413+0000,150000,205,TRUE,FALSE,150000,Miguel Allen,0000566397_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212073,injured,1453195579.png,JFL,124,La Aldea de San Nicolás,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,3,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,M. Allen,Joventut Badalona,22,2.5
03/11/2007,0,6.6,0000566279_5-6_03.jpg,TRUE,14,Platteeuw,19,20240918T090139+0000,57421,210,TRUE,FALSE,110000,Ian Platteeuw,0000566273_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213414,fit,1453195579.png,JFL,230,Barcelona,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.7,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,I. Platteeuw,Joventut Badalona,17,4.9
15/04/2005,0,3.9,0000566425_5-6_03.jpg,TRUE,14,Majoral,20,20241102T204553+0000,85000,187,TRUE,FALSE,100000,Pau Majoral,0000566420_5-6_03.jpg,NA,fit,1453195579.png,JFL,246,Badalona,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.4,https://supermanager.acb.com/files/logo/1453195579.png,1,FALSE,P. Majoral,Joventut Badalona,20,2.9
20/03/2007,0,2.3,0000564223_5-6_03.jpg,TRUE,2,Trujillo,51,20250125T215502+0000,100000,194,TRUE,FALSE,100000,Manuel Trujillo,0000564211_5-6_03.jpg,NA,fit,2324UnicajaLogo.png,JFL,281,Málaga,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,FALSE,M. Trujillo,Unicaja,18,1.7
12/09/2006,0,3.9,0000776974_5-6_03.jpg,TRUE,14,Torres,18,20250127T155509+0000,85000,203,TRUE,FALSE,100000,Adrián Torres,0000776967_5-6_03.jpg,NA,fit,1453195579.png,JFL,282,Bunyola,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.4,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,A. Torres,Joventut Badalona,18,2.9
03/07/2003,0,118.4,0000566693_5-6_03.jpg,TRUE,9,Montero,8,20240909T150136+0000,1138148,188,FALSE,FALSE,625000,Jean Montero,0000566675_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000514,fit,1654748673.png,COT,183,Santo Domingo,República Dominicana,22.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,22.8,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,J. Montero,Valencia Basket,21,-72.8
05/08/1993,0,94,0000566754_5-6_03.jpg,TRUE,9,Costello,24,20240909T150136+0000,810000,208,FALSE,FALSE,540000,Matt Costello,0000566734_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000032,fit,1654748673.png,COT,182,Linwood (Míchigan),Costa de Marfil,16.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,16.2,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,M. Costello,Valencia Basket,31,-61.6
10/04/1993,0,68.7,0000605825_5-6_03.jpg,TRUE,9,Jones,7,20240909T150138+0000,799048,188,FALSE,FALSE,500000,Chris Jones,0000566624_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002048,fit,1654748673.png,EUR,194,Garland (Texas),Armenia,16,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,16,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,C. Jones,Valencia Basket,32,-36.8
30/03/2001,0,58.3,0000770626_5-6_03.jpg,TRUE,11,Grant,3,20241220T183905+0000,654545,188,FALSE,FALSE,400000,Dae Dae Grant,0000770619_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003818,fit,breogan_00.png,EXT,268,Ohio,EE.UU.,13.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.1,https://supermanager.acb.com/files/logo/breogan_00.png,1,TRUE,D. Grant,Río Breogán,24,-32.1
03/01/2001,0,74.7,0000566666_5-6_03.jpg,TRUE,9,Pradilla,4,20240909T150138+0000,643871,202,TRUE,FALSE,280000,Jaime Pradilla,0000566655_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211129,fit,1654748673.png,JFL,193,Zaragoza,España,12.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.9,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,J. Pradilla,Valencia Basket,24,-48.9
03/02/1998,0,23.8,0000570719_5-6_03.jpg,TRUE,11,Moore,2,20240909T093407+0000,605188,185,FALSE,FALSE,575000,Charlie Moore,0000570711_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003393,injured,breogan_00.png,EXT,87,Ilinois,EE.UU.,12.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,5.6,https://supermanager.acb.com/files/logo/breogan_00.png,1,TRUE,C. Moore,Río Breogán,27,-12.5
05/12/1994,0,67.8,0000566828_5-6_03.jpg,TRUE,9,Ojeleye,37,20240909T150136+0000,600333,201,FALSE,FALSE,575000,Semi Ojeleye,0000566811_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002811,fit,1654748673.png,COT,184,Kansas,Nigeria,12,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,S. Ojeleye,Valencia Basket,30,-43.8
15/06/1994,0,55.8,0000607096_5-6_03.jpg,TRUE,11,Mavra,19,20241206T113336+0000,587083,195,FALSE,FALSE,275000,Dominik Mavra,0000607092_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212431,fit,breogan_00.png,EUR,262,Zadar,Croacia,11.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.7,https://supermanager.acb.com/files/logo/breogan_00.png,1,FALSE,D. Mavra,Río Breogán,30,-32.3
17/02/1999,0,62.2,0000566619_5-6_03.jpg,TRUE,9,Badio,0,20240909T150136+0000,550333,191,FALSE,FALSE,430000,Brancou Badio,0000566600_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000107,fit,1654748673.png,COT,185,Rufisque,Senegal,11,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,B. Badio,Valencia Basket,26,-40.2
01/06/1999,0,57.9,0000570925_5-6_03.jpg,TRUE,11,Nakic,99,20240909T093407+0000,541429,201,FALSE,FALSE,300000,Toni Nakic,0000570911_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001899,fit,breogan_00.png,EUR,80,Sibenik,Croacia,10.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.8,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,T. Nakic,Río Breogán,25,-36.3
04/04/1997,0,60,0000570882_5-6_03.jpg,TRUE,11,Sakho,18,20240909T093407+0000,531000,207,TRUE,FALSE,290000,Jordan Sakho,0000570867_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212244,injured,breogan_00.png,JFL,83,Kinshasa,Rep. Democrática del Congo,10.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.6,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,J. Sakho,Río Breogán,28,-38.8
08/03/1999,0,53.2,0000566717_5-6_03.jpg,TRUE,9,Puerto,2,20240909T150138+0000,458710,199,TRUE,FALSE,150000,Josep Puerto,0000566702_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210392,fit,1654748673.png,JFL,192,Almussafes,España,9.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.2,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,J. Puerto,Valencia Basket,26,-34.9
30/09/1998,0,44,0000566769_5-6_03.jpg,TRUE,9,Reuvers,3,20240909T150137+0000,435769,211,FALSE,FALSE,170000,Nate Reuvers,0000566757_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002724,fit,1654748673.png,EUR,188,Minnesota,Hungría,8.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.7,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,N. Reuvers,Valencia Basket,26,-26.6
04/12/2005,0,33.7,0000566845_5-6_03.jpg,TRUE,9,De Larrea ,5,20240909T150138+0000,405500,198,TRUE,FALSE,120000,Sergio de Larrea,0000566835_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001360,fit,1654748673.png,JFL,191,Valladolid,España,8.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.1,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,S. de Larrea,Valencia Basket,19,-17.4
19/01/1997,0,39.1,0000570781_5-6_03.jpg,TRUE,11,Atic,7,20240909T093407+0000,399200,201,FALSE,FALSE,190000,Edin Atic,0000570764_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003430,injured,breogan_00.png,EUR,79,Bugojno,Bosnia y Herzegovina,8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8,https://supermanager.acb.com/files/logo/breogan_00.png,3,FALSE,E. Atic,Río Breogán,28,-23.2
19/05/1997,0,41.8,0000566908_5-6_03.jpg,TRUE,9,López-A.,6,20240909T150137+0000,391071,200,TRUE,FALSE,330000,Xabi López-Arostegui,0000566892_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211660,fit,1654748673.png,JFL,190,Getxo,España,7.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.8,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,López-Arostegui,Valencia Basket,28,-26.2
12/05/1997,0,41.1,0000566786_5-6_03.jpg,TRUE,9,Sestina,77,20240909T150137+0000,364000,205,FALSE,FALSE,300000,Nate Sestina,0000566778_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003405,fit,1654748673.png,EXT,189,St. Marys (Pensilvania),EE.UU.,7.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.3,https://supermanager.acb.com/files/logo/1654748673.png,5,TRUE,N. Sestina,Valencia Basket,28,-26.6
03/10/1995,0,43.2,0000570758_5-6_03.jpg,TRUE,11,Apic,8,20240909T150142+0000,363125,206,FALSE,FALSE,390000,Dragan Apic,0000570747_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000194,fit,breogan_00.png,EUR,209,Novi Sad,Serbia,7.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.3,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,D. Apic,Río Breogán,29,-28.7
24/01/1998,0,38.6,0000570708_5-6_03.jpg,TRUE,11,Aranitovic,17,20240909T093407+0000,360357,195,FALSE,FALSE,420000,Aleksandar Aranitovic,0000570693_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003394,fit,breogan_00.png,EUR,81,Belgrado,Croacia,7.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.2,https://supermanager.acb.com/files/logo/breogan_00.png,3,FALSE,A. Aranitovic,Río Breogán,27,-24.1
11/02/1994,0,35.2,0000605846_5-6_03.jpg,TRUE,9,Brimah,35,20240927T104037+0000,348846,213,FALSE,FALSE,370000,Amida Brimah,0000605835_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003505,injured,1654748673.png,COT,234,Accra,Ghana,7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,A. Brimah,Valencia Basket,31,-21.3
03/11/1990,0,29.7,0000566880_5-6_03.jpg,TRUE,9,Jovic,16,20240909T150137+0000,345714,198,FALSE,FALSE,270000,Stefan Jovic,0000566863_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002442,injured,1654748673.png,EUR,186,Nis,Serbia,6.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.9,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,S. Jovic,Valencia Basket,34,-15.9
